text,main_category,rating,verified_purchase,helpful_vote,category
"Love this item. Love the colors! Upon reading some prior reviews, my husband did reinforce all the corners of all 5 pieces before we hung it on the wall to keep it from twisting as other said it could do. So far so good on that part. I could see how it could possibly do that especially in hotter climates. The canvas is around very thin cheaper wood. I am hoping with him doing the corners with metal brackets we will not have any issues. Overall, love the addition to our living room and we get many compliments.",Handmade,5.0,True,1,Handmade Products
So it’s my fault I didn’t read this item. I read the pictures and was sold. Since I didn’t read I was shock when I got prints lol with no frame but other than that I love them.. I actually founded some nice frames,Handmade,3.0,True,6,Handmade Products
I wanted something nice to wear at special events and these earrings did not disappoint! They a crafted very well and are very sturdy. If you are afraid they will bend easy let me tell you that they won't.,Handmade,5.0,True,1,Handmade Products
"I ordered 2 of these for two different people; one female and male. The unisex fit was not as good as I had hoped. The letters for the female had the letters farther down than the other. Also the gray was not identical coloring. Overall, it was good.",Handmade,4.0,True,0,Handmade Products
"Loops are too small to fit around larger nostrils. Upon extending the malleable material to fit my nostrils better, I ended up with too much mangled silver and the ring is now stuck crooked in my nose. (Forgive the way my skin looks, I’m wearing a lot of makeup)",Handmade,3.0,True,0,Handmade Products
This ring is so original and perfect and well-made that I am thrilled.  I am so happy to have something with my own initials that makes it so special.  I can't imagine a better ring except I now want to switch the letters around and see what it would be like with that approach.  I can't say enough about how well it was made and it is faultless.,Handmade,5.0,True,0,Handmade Products
"I have now ordered 3 times! I love the font choices, the color choices, and how durable the wording is!<br />I have been personalizing everything! You guys are permanently saved on my wish list so I can order more!",Handmade,5.0,True,0,Handmade Products
"I gave this to my sister in law for mother's day, and she wore it three times and it completely fell apart. Stone was pretty, but the mechanism holding the stone in the chain and chain itself were obviously cheap and poor quality. Pretty disappointed in this purchase",Handmade,2.0,True,4,Handmade Products
The wallet was ok.. a little plain. I had only  my 10 year old Grandsons name put on it. I didn't want it to look girly so I didn't add anything else to it. It was one of his birthday presents and he liked it very much. Thats all thats important to me. Thank you,Handmade,4.0,True,0,Handmade Products
"It is great quality. It will be a keep sake.. may even rehang it at his 21st party.. because I am sure it will last...<br />Would have really liked it if it was closer to 5 ft tall... but, totally worth the money spent.",Handmade,4.0,True,0,Handmade Products
"This product absolutely blew me away! The wheels on the truck, and the spinner on the compass, both spin! Was such a nice surprise! I got one for my niece that says Abigail and it was equally just as perfect. I highly recommend this and will purchase again for future friend’s baby’s! Thank you so much!",Handmade,5.0,True,0,Handmade Products
"Ive have several slippers that are generic store brands that I only wear to go outside so I don't have to put on shoes.  These slippers are comfortable enough for bed.  The fit is exact, comfortable to wear, and the shipping was fast.  Color is pretty nice and keeps your feet warm but not too hot.",Handmade,5.0,True,2,Handmade Products
"These microwave cozies are very colorful and beautiful accents when used for bowls to heat  soups, hot cereals, and leftovers.  I love to give these as gifts with a microwave/dishwasher-safe bowl that highlights one of the colors in the cozie.  Recipients always love this gift and mention it later how much they've enjoyed using it.  This product was very well made, and the transaction was perfect too.  LKB",Handmade,5.0,True,0,Handmade Products
"They're very pretty and feminine and light weight. Packaged well. Easy to insert. The back long bar that goes through the hole just slides right in. I love spiral earrings. I've been wearing them all day and they haven't irritated my ears at all. My ears are irritated by everything, even silver sometimes. I really like them.",Handmade,5.0,False,0,Handmade Products
"I bought this clock for my son's room and always get compliments on it. Very high quality and looks exactly as pictured. Very quiet clock without the ticking noise that some tend to have (if it is really quiet in the room you might hear a very faint humming noise as the second hand moves, but you'd really have to be standing next to the clock to notice). My only issue was trying to fit the AA battery in the back. The battery fits really snug so I had to lay the clock on a soft surface so that it wasn't damaged when I pressed really hard on the battery until it finally snapped into place.",Handmade,5.0,True,0,Handmade Products
Our mirror arrived and it is perfect! The quality of the frame and the color is exactly what you want it to be.<br />We opted for the hanging bar on the back and this makes hanging it so easy. We had ours on the wall in less than 10 minutes. The real wood look and feel make this mirror beautiful and will last a life time.<br />Perfection.,Handmade,5.0,True,0,Handmade Products
"I ordered this and had it customized for my parents new home.  I messaged the seller because I wanted to change some of the color and font options.  They were so easy to work with and so accommodating to my requests!  Yesterday, the sign was delivered and it was perfect!  I gave it to my parents last night as their 45th wedding anniversary gift and they just loved it!  Thank you so much !",Handmade,5.0,True,0,Handmade Products
I have tried every brand of polish there is and this is by far the best!  No smudging and it doesn’t chip like other brands.  I just ordered two more bottles.  This company is great they even give you a cute sticker and thank you note with your package and it arrived in a cute little cup cake mailer.  It’s worth the money. Im definitely a happy customer!,Handmade,5.0,True,1,Handmade Products
"This is a beautiful bracelet.  I purchased it for my best friend, because her birthstone is turquoise. I know she will love it. The chain is dainty and the stone size is perfect for it.  I can't wait to give it to her!",Handmade,5.0,True,0,Handmade Products
This was ordered for my wife’s vehicle and looks great on it. Arrived early and made well and of good quality. I’ve ordered from this seller before and have always been satisfied with their products. Thank you.,Handmade,5.0,True,0,Handmade Products
Very cheap quality for the price. The “silver infinity symbol and beads” are plastic. There is also a note that says you cannot get it wet. Wish I had known that before spending $20 for my preschooler and I to wear daily to help with separation anxiety.,Handmade,2.0,True,3,Handmade Products
"I couldn’t be more happy with this purchase! The quality is amazing! I will be honored to be able to present this gift to my host family!  Not only are the chopsticks beautiful, but the wooden box they come in was engraved as well and makes a beautiful presentation.",Handmade,5.0,True,0,Handmade Products
"These wax melts are the best for cinnamon lovers. It is just that wonderful cinnamon smell that you want. Not cinnamon stick smell, no apple scent. Just that amazing cinnamon scent. It smells the way red hot candies taste. Makes my whole house wonderful. Each wax melt last a long time.<br /><br />If you are looking for a product that is straight cinnamon, this is what you need. 100% recommend these.",Handmade,5.0,True,0,Handmade Products
"Just received my order (which is a Xmas gift for someone) and feel as if I need to order the person something else or an additional gift. This mat isn't as luxurious looking as advertised.. the text is not white lettering as advertised, instead it is grey and the mat I ordered reads ""BLACK FAMILY"" instead of ""THE BLACK FAMILY"" .. So it's missing a word. The image and text are much smaller than I expected and that's disappointing as well. Would send back if it wasn't so close to Xmas, but instead will just order an additional gift to give with it. So disappointing!!!",Handmade,3.0,True,4,Handmade Products
I ordered this as a gift. I knew it would take a while to arrive and was pleasantly surprised when my sister called to tell me it arrived earlier than expected. She absolutely LOVED it! Exactly as pictured - precious tiny Siamese kitty!,Handmade,5.0,True,1,Handmade Products
"Love it.<br /><br />- This update is being written on August 22, 2021. I don't how many years ago. Still wearing the same bracelet, still going strong, everything in tact, and I have trust in it will probably outlast me.",Handmade,5.0,True,2,Handmade Products
"I fell in love with stick barrettes when I first encountered them at KC Renn Fest. When I saw these, I knew I had to have one of them, and F, with the oak leaf and acorns, is definitely my favorite. Not only is it pretty, it's comfortable to wear, and looks great in my hair!",Handmade,5.0,True,0,Handmade Products
Not at all like the advertisement. Yes the earrings are light weight but they are not comfortable. You have to carefully pinch them closed or you’ll mess up the shape. The earrings are extremely delicate.,Handmade,1.0,True,0,Handmade Products
"When I shop ""homemade,"" I want home made. The snippet plastered on the back about quilling is not only unnecessary, it is gaudy and unattractive. It cheapens the sentiment and diminishes the ""handmade"" value of the card. No thanks.",Handmade,3.0,False,0,Handmade Products
The artwork is gorgeous and a wonderful addition to our family room.  Great Father's Day gift for our professional firefighter.  The prints were packaged well to protect them and arrived on time.  Thank you!,Handmade,5.0,True,0,Handmade Products
Very fast turnaround from the date I ordered it until I received it. I couldn’t be happier with it. The print quality is excellent and the paper stock is heavier than expected. This is going to make a great gift!,Handmade,5.0,True,0,Handmade Products
"Very pretty, and I love the insert that you have the option to buy. My only suggestion would be that it should have thicker straps for support and pockets on the inside. the straps are kind of flimsy. If you do not by the 13 pocket insert there are none inside the actual bag.",Handmade,4.0,True,10,Handmade Products
I ordered a pearl with peradot bracelet - it’s stunning and very nicely made.  The seller added a nice treat that I gave to my daughter.  Looking to purchase another item from this seller now.  Thank you so much,Handmade,5.0,True,0,Handmade Products
"I loved the smell the first 10 minutes, then it became something entirely different than leather. I’ve used other leather scented waxes before.  This one was different.<br /><br />It takes forever to arrive.  The scent lasted less than 6 hours,<br /><br />I’m sorry to say that I won’t buy again.",Handmade,2.0,True,3,Handmade Products
"I ordered a cup for my husband since his others keep getting misplaced and I love how this one looks! The laser etching is fantastic and looks great. I can’t wait to give it to him! Also supporting a small business made me so happy, so I hope others see this review and know they will get a quality product from this company!",Handmade,5.0,True,0,Handmade Products
"I liked that the product was packaged in a wooden frame that I can use to frame it permanently, after use, as a keepsake from my wedding.  The item was used as a topper for my wedding cake.  I had a tracking issue and made contact with the seller who quickly and efficiently resolved the issue.",Handmade,5.0,True,0,Handmade Products
"Beautiful craftsmanship, thank you very much for putting in the time to make the necklace pendants by hand . Excellent work :)  I myself come from Viking heritage, these symbols & meanings have been around for a long time, & wearing history around my neck I wear, It with Pride . Again, looking forward to order a few more things. Much ♡ & Respect.",Handmade,5.0,True,4,Handmade Products
I love this pendant! It is so beautiful. The only thing is that I didn't expect it to be so thick. It makes it a little heavy. That doesn't stop me from wearing it daily. The craftsmanship of it is outstanding. I would definitely buy other products from this seller!,Handmade,5.0,True,0,Handmade Products
"YOU PAY FOR THE CRAFTSMENSHIP HERE<br />3 HRS FABRICATION, SANDING EDGES, ASSEMBLY GLUEING ON THE HINGE UNIT AND PAINTING<br /><br />THEN SHIPPING<br /><br />IT IS VERY LIGHTWEIGHT PLASTIC AND EASILY BROKEN THOUGH",Handmade,4.0,True,1,Handmade Products
"Love this and so did my son!<br />It does run a little small so I recommend sizing up. It is 100% cotton as well, so it does shrink a bit.<br />He was able to wear it for his birthday, but not any longer than that.<br />Still love the shirt so gave it 5 stars! Great quality!",Handmade,5.0,True,0,Handmade Products
"I got this for my 5th wedding anniversary. I still haven’t given it to my husband because our anniversary is in December, but I think he will love it! It is beautifully crafted and sturdy. I’m thrilled to hang it up in our home!",Handmade,5.0,True,0,Handmade Products
"I ordered 2 keychains to go along with my car keys. Not only are the colors and font aesthetically pleasing, but the craftsmanship is solid. Aside from the product, the seller deserves recognition for being so accommodating! One of my key chains was 1 space above the character limit. After sending the seller a message, they got back to me in a timely manner and were able to accommodate.<br /><br />5/5 stars, definitely recommend!",Handmade,5.0,True,1,Handmade Products
"They're pretty decent. U cant really tell that they're clip ons unless you're close up but I dont think anyone would be staring at your ears that hard to notice. These are a great option for someone that cant commit or have problems with peircings, they're better than the magnetic earrings that keeps falling off. Overall I'm pretty satisfied.",Handmade,4.0,True,0,Handmade Products
"I grew up in Cedar Rapids, where Quaker Oats makes Captain Crunch and Crunch Berries, and so miss crunch berry days when the whole city smelled sweetly of the cereal. These wax melts smell good, but they don’t smell like crunch berries.",Handmade,3.0,True,0,Handmade Products
A beautiful addition to our kitchen so the whole family can keep track of appointments and my changing work schedule. I love the notes section to write down nap times and meal times for my daughter's caregivers when I'm away and the menu section my husband and I use to meal plan for the week. Overall I love it and it came out so nice. It's easy to clean with water and chalk board markers show up so well on it.,Handmade,5.0,True,0,Handmade Products
"Next time ill learn how to read review's. I wasn't happy at all with the print, its just a print that I could of printed out at work for free. I cant believe someone is making money off of printing this on paper out of a book",Handmade,1.0,True,0,Handmade Products
"Two of the colors seem pretty short, you would have to use all three to cover up as much as in the picture. You might due better just getting a lace headband and wrapping on your wrist if covering up a tattoo",Handmade,2.0,True,0,Handmade Products
"These are really nice! The cut was perfect, and the prints themselves are detailed and nice. My only complaint is that they’re printed on what looks like scrapbooking cardstock. Maybe it said so in the description and I missed it, but I’d expect art prints to be on a better quality paper. Nonetheless, I love how they look framed in our half bath!",Handmade,4.0,True,2,Handmade Products
"These are just strips of fabric sewn together. I though what I had ordered was a chandelier cord cover (with some way to open it, seal the cord inside and have it closed. Maybe with Velcro). Should have read further but was excited to get one in my color of choice.",Handmade,1.0,True,5,Handmade Products
"Before I ordered, I contacted the artist directly to make sure the print of the pineapple is a variation of the same image.  He responded right away.<br /><br />This print is exactly what I wanted!  I ordered several of these to hang in a grouping, and I am so happy with the results.  Image is clear, and paper is a nice weight.<br /><br />Nice little bonus was the additional large print to play with (included in the description of the product, but I totally missed it).  I would definitely order from this artist again.",Handmade,5.0,True,0,Handmade Products
I loved it I Would have given it more stars if it had been big enough I thought I was paying for the biggest one they had and I got the smallest and my house is so big it swallowed the frame that’s the only issue I have,Handmade,3.0,True,4,Handmade Products
"These prints are shipped in a tube, so they come rolled up. Please allow time to let them lay out flat. Thick paper and good print. These took about 8 days to be fulfilled be seller and shipped to me.",Handmade,5.0,True,6,Handmade Products
"Constructed very well. The leather is thick and tough enough to last years. Although it is only single stitched, the thread used is also tougher and thicker then normal. This wallet has storage space for anything you could want in a wallet, and will more then likely out live the the pants pocket that it rides in. Wallet looks the same as in pictures, and ships surprisingly fast for out of country shipping.",Handmade,5.0,True,7,Handmade Products
"This necklace came nicely packaged and would make a great gift. It came with a jewelry cleaning cloth, a suede-like storage pocket and a sheer organza gift bag. The 14k gold finish on the chain is beautiful and looks like real gold. The ball pin on the chain is very clever, and easily adjusts the length. This is a minimalist necklace -- which is simple yet elegant, and looks great on its own or layered with other pieces. Highly recommend!",Handmade,5.0,False,0,Handmade Products
This moisturizer has a soft scent of roses. I didn’t smell much of the cocoa butter or coconut oil but I did smell the roses. It didn’t leave my skin and it didn’t leave any residue. It’s also creamy so it glides on smoothly.,Handmade,5.0,False,0,Handmade Products
"As of this review, the product detail page says that the bracelet has a “maximum opening of 10 in and tightening to 6 in”. That was not the case with the bracelet I received. The maximum opening was 8 inches which was too small to fit over my hand. Even though it doesn’t, fit me, the quality appears to be very good and I do think it would wear well. I’d rate it 5 stars if the size matched the item.",Handmade,2.0,False,0,Handmade Products
"I’ve often ordered wall decal from “ stickerBrand” however, I was pleasantly surprised at how quick my delivery came ( especially since it was customized), the color was spot on and the simple was of the application. Will purchase from the again",Handmade,5.0,True,0,Handmade Products
This bracelet came super fast and is so tiny and cute. It was much smaller than I thought but in a good way. It looks like excellent quality. I loved the customization abilities. I had it gift wrapped and it came in the perfect little box with a Merry Christmas tag. I ordered it as a gift and I want another one for myself!,Handmade,5.0,True,0,Handmade Products
I love my new necklace they are really nice and love the fact that they come with an extra one it so nice light weight chair and easy two wear it worth the money for sure.comes Ina really cute box and small little bag.,Handmade,5.0,True,0,Handmade Products
Being able to chat with friends while playing this game allows for fun get-togethers.  Sharp skills not required so varied age players (ie: family) very accommodating. Supports risk takers. Utilizes hand/eye coordination.,Handmade,5.0,True,0,Handmade Products
In love! So cute and great quality. Honestly better than I expected it to be. Dresses my car up and makes me love my car even more. Shipping was faster than expected also. I couldn't be more pleased with this beautiful car charm.,Handmade,5.0,True,1,Handmade Products
"Truly wonderful piece. So completely thrilled to give this as a gift. Exactly as described and pictured. Delivered quickly, especially for a personalized piece. It was a good feeling to smile when I opened this to inspect it. Very, very pleased with my purchase.",Handmade,5.0,True,1,Handmade Products
"My brother and sister in law were SHOCKED at this item - so beautiful! The shipping was fast, the quality was amazing and the look on their face was priceless when they opened the gift for Christmas. I purchased this to have their wedding date and names in it - this is definitely a 1 of a kind piece and look forward to adding one to their family this Christmas with the arrival of my new niece/nephew!",Handmade,5.0,True,0,Handmade Products
"Looks nothing like the picture. The picture makes the chain look thicker. It makes the charm look more bulky. It's very skinny the whole thing. Can easily break. I bought the same exact chain twice as thick and Looks so much nicer and durable. This piece of jewelry is definitely not worth the $$$. Way to expensive. So what if it's hand made, doesn't mean you should get ripped off. You can find the same chain thicker and similar charms bigger and better for less than there $29.00",Handmade,2.0,True,8,Handmade Products
"This arrived so fast and came out perfect! I ordered it as a gift for a bridal shower and picked up a cute frame at Michael's. This was a big hit at the shower and the bride to be loved it. Great work, I would definitely order this again in the future.",Handmade,5.0,True,3,Handmade Products
"A great edition to my Jeep swag.  I received my order even earlier than expected, it shipped the day I ordered.  Great size, approx 3” wide & 5” tall, it fit perfectly.  The gray metallic was an exact color match.  Will definitely be using this shop for future orders, they can do custom orders too.  As a bonus he also included two extra decals. This is definitely the way, lol.",Handmade,5.0,True,1,Handmade Products
Purchased this rack for more than just spices and it is such a great addition to my pantry.  I now have more storage space for a small pantry.  Craftsmanship is excellent and time from order to delivery was really fast.,Handmade,5.0,True,0,Handmade Products
The product is made with great workmanship... just beautiful.  5 + stars for that...  However the magnet does not work on a sweater or sweatshirt well... as it is not strong enough.... so you can't pull very firm and it must be a very thin shirt.<br /><br />The other style one I got has a clip... this one works well on heavier shirts.  Thank you! 5 + stars on the purple one!!!,Handmade,4.0,True,1,Handmade Products
"I’m looking for a long time custom made door sign but generally it is so expensive. I couldnt find under 50. This is the best option, no need to think second time.  Reasonable price, great product, quitly satisfied... thanks a lot",Handmade,5.0,True,0,Handmade Products
This is a stylish mens anklet. The material quality is good and it doesn't feel like it's going to break after owning for a short time period.  It's exactly as the photos and description provided. I'm quite happy with my purchase.,Handmade,5.0,True,0,Handmade Products
"My dad has Crohn's and can't eat popcorn, but he loves the smell. I've been trying to find a candle or something, but everything is ""caramel corn"" which just smells like burning sugar. This one was exactly what I was looking for! Downside is, the smell gives you the munchies. Very strong!",Handmade,5.0,True,2,Handmade Products
Just received mine about a week early which is great! Right on time for my son’s bday (He loves baby yoda) ..I was a bit nervous because I saw some reviews said it was cheap/  plastic and not aluminum as advertised but mine is aluminum/metal and the design is so cute doesn’t look cheap at all :),Handmade,5.0,True,3,Handmade Products
This is ok but not as good as expected. I had read extraordinary results and benefits and had hoped this would work well for clearing eczema on my hands. No real scent which is good...but it is definitely greasy and tales a long time to be absorbed. So if I don't have lots of time before I have to use my hands I avoid smearing it on. Good enough not to return Will not buy again.,Handmade,1.0,True,5,Handmade Products
I really wondered if this would be particle board and poorly printed words. This item is worth the money and is great quality. The wood feels like real heavy wood and the print is amazing. The seller made it and shipped it so fast I was shocked. Kudos for this homemade item.,Handmade,5.0,True,1,Handmade Products
"Oh my goodness!  Pictures do not do this item justice!  Could not have picked a better seller for what I was needing for my granddaughters 16th birthday.  As a new driver,  this was absolutely perfect!<br />The engraving is spot on and impeccable!  I will be visiting this seller for more items when I need something special and tasteful!",Handmade,5.0,True,0,Handmade Products
"When I placed my order there was some confusion regarding my desired quantity; when I contacted the seller regarding this issue not only did I receive prompt response but the seller so generously shipped the additional windchime free of charge.  The windchimes themselves are gorgeous, and sound beautiful. I would definitely recommend this for your grieving loved one.",Handmade,5.0,True,1,Handmade Products
"Wanted to see how a conch piercing would look before I committed, but this looks so good/real and I can take it off when I sleep and not have to worry about healing a piercing I don’t even want to get a real piercing anymore. Easy to take on and off and doesn’t feel like anything when on.",Handmade,5.0,True,4,Handmade Products
I wasn’t expecting much for the low price and was pleasantly surprised. Leather is thick. A bit stiff but will age nicely over time. I’ve never seen any similar collar in the store and would highly recommend it to anyone.,Handmade,5.0,True,0,Handmade Products
"The item shipped quickly, was very easy to apply, and gave my daughter's magic band the face lift I was hoping for without having to spend $$$!!!!!!  She absolutely loved it.  Will definitely buy again!",Handmade,5.0,True,0,Handmade Products
"The craftmanship of this piece is lovely. I truly enjoy the weight and simplicity of the pendant. It is very versatile with the 20"" link chain. I am able to adjust the length to match various necklines without changing the chain. I expect this necklace to last for years to come.",Handmade,5.0,True,0,Handmade Products
"I like the organic shape of these earrings.  They are small, delicate, and unique.  I like the idea of wearing them as my go-to, everyday earrings.  I previously would wear my hoops, but everybody has hoops and these are obviously unique and you don't see them on everybody.  They are very lightweight.",Handmade,5.0,False,0,Handmade Products
"The quality is great and it came really quick. My only issue is it seems kind off center where the holes are on the top but no issue for what I am using it for. It you where wanting to hang it or something like that, you might have to do some MacGyver to get it exactly right but still great quality.",Handmade,3.0,True,0,Handmade Products
I've purchased these magnets 2x for different cruises. They are exactly as described and arrived very quickly. I'm very pleased and will order again for cruises this year. It also made our door stand out so we could find our room easier!,Handmade,5.0,True,0,Handmade Products
I gave this to my daughter for her birthday. She absolutely loved it. She is using it for recipes. She has 2 Ragdoll cats so the cat on the front made it more special. I am thinking of getting one for myself.❤️,Handmade,5.0,True,1,Handmade Products
"It’s basically cut up wood and they spray paint it rose gold. It came out beautiful. It looks great on my daughters wall. The only problem we had was putting it up on the wall and getting it to stay. It is SUPER HEAVY. We bought gorilla glue and it kept falling down. We had no choice but to screw it into the wall. Unfortunately, that destroyed some of the wood. We covered it with the flowers we bought. It doesn’t come with double sided tape or any type of glue. You have to buy that on your own.",Handmade,4.0,True,1,Handmade Products
"Is as described. When I received, the first thing I noticed, is how well it was packaged..photo will not bend or tear through delivery process..was pretty secure. Upon opening, I was delighted over the quality and detail of the photo! Would be good to give as a gift. I will be ordering more photos. High quality and would very much recommend ❤️",Handmade,5.0,True,0,Handmade Products
Pase un poco de trabajo para pegarlo porque lo quería en una superficie engomada y uno de los colores que pedí fue mint y me lo enviaron blanco pero por lo demás todo bien incluso me invitaron uno extra con mi nombre y no me lo esperaba me encanto,Handmade,5.0,True,0,Handmade Products
This is SO easy to use. I did not have to use an adhesive spray. I just taped it to the wall. NICE heavy stencil that is not going to flip and flop on you. Very easy to clean and reuse. I scrubbed them in my bathtub to clean them. TOTALLY would order from this company again.,Handmade,5.0,False,0,Handmade Products
My daughters and I love this product. It came so fast and I was actually confused when I got a message saying it was delivered that quickly. I got the biggest size they sell. They were so patient with my indecisive self and they have amazing customer service. Please buy it. Will be ordering another one soon for my husband and I as well.,Handmade,5.0,True,2,Handmade Products
"Very thin, not quality at all. More like a screen print on a .50 cent towel.<br />Thought I’d order for friends for Christmas, but now sorry I paid as much as I did. I love the picture & saying but...,😞 not worth the price",Handmade,2.0,True,2,Handmade Products
Very nice. Smaller than I expected but it’s ok. Packaging was ok. In rubber bands and plastic bag. The good thing about these is that the wild flower seeds are actually included and come inside and sealed ready to use or give out.,Handmade,4.0,True,0,Handmade Products
"I loved the idea of this ring. It's great quality and is beautiful. Unfortunately it's way too big and I won't be able to wear it. I ordered a size 7 (my wedding ring size). I also researched how to measure, and measured carefully to confirm that I was a size 7. However, it is way too big for any of my fingers.",Handmade,2.0,True,0,Handmade Products
"My husband absolutely loved his Ohio State Buckeye necklace!! He misplaced his other, so I was glad we found another.  I loved the personal note that Ken wrote,  the single Buckeye for ""good luck"" the Ohio State napkin he included and the history of the buckeye tree!! Awesome customer service Ken!!",Handmade,5.0,True,0,Handmade Products
"Wow oh wow, bought this for my husband and he and I both fell on love. With it came a beautiful pendant ad well as a wonderfully put together informational pamphlet.<br />I genuinely believe this  has powerful energy by it, while reading through my pamphlet and knowing what black tourmaline does, I got full body goosebumps 4plus times . I cant wait to order more!",Handmade,5.0,True,14,Handmade Products
"This is such a beautiful piece. It arrived well-packaged so that it wouldn’t bend or curl. The print is bright and crisp, and the customized parts arrived just as ordered. I ordered this for Valentine’s Day and it arrived very quickly. My husband loved it!! It is so beautiful hanging on our wall. Thank you!!",Handmade,5.0,True,0,Handmade Products
OK let me say I ordered this for a friend so it will be a few weeks before they can get. I on the other hand am quite impressed with how it came out. I ordered it on Christmas day and they said it would be delivered on January 3rd. I was OK with that. I already got it so shipping was supper quick. The packing of the mug more than enough to keep it from breaking. Double wrapped and filled with peanuts. The mug has some weight to it and etching crisp. So it should hold up to a few years of use.<br />I'm thinking about ordering a few more mugs for my other friends.,Handmade,5.0,True,1,Handmade Products
"I have a large cat who has always been frustrated with the standard size kickers.  Either he can hold them tight with his arms and barely kick them, or kick them and not hold on to them very well.  He latched on to this one immediately and I was so glad to see that he hadn't given up on using this type of toy.  It is perfect for him!  I do wish I could have picked the style (this one is fine, but there were others in the picture that I liked better).  That is my only suggestion that could make it better.  Great product!",Handmade,5.0,True,0,Handmade Products
"I absolutely love this product, this is one the best purchases I’ve made on Amazon. I got this keepsake necklace so I can keep my mother with me at all times. I love the packaging & little note it came with. Thank you so much for this, words can’t explain how happy I am. I definitely recommend this product, the wait was definitely worth it.",Handmade,5.0,False,0,Handmade Products
This “mom” necklace is cute and delicate. I’ll wear on occasion since it doesn’t seem to be sturdy enough to be handled daily.<br />The wording is small and may or may not be seen in a family photo taken past 4 feet.<br />It’s still a special necklace because it’s my first “mom” necklace from my husband.,Handmade,4.0,True,1,Handmade Products
I can hardly get my camera to focus because this opal is so shiny I am obsessed with this piece. I wish I would have gotten it sooner I highly recommend it<br /> Shipping took 3weeks but so worth it. Will be buying more from the seller. Also the wooden jewlery box it came in Omg I love it,Handmade,5.0,True,0,Handmade Products
"I like the fact that it’s made in n USA and is handmade. It looks good, safe to wear and looks good.<br />I love the way I received the product. It was shipped with care and with a receipt which is nice.",Handmade,5.0,True,0,Handmade Products
"Love this soap  I only use half bar at a time, as suggested by the manufacturer.  Still,  it lasts longer than expected.  It is not a heavy lather. Most soaps, even the sensitive skin body washes make me itch.<br />Dead Sea Mud does NOT!  It's a keeper for me!",Handmade,5.0,True,0,Handmade Products
We searched so many places in Maui on our honeymoon for something like this and ended up ordering this one for our tree instead of paying triple the amount for something not as nice. Everyone loves it and so do we,Handmade,5.0,True,0,Handmade Products
"These clips are beautiful.  They hold well.<br />But they are right handed.  If you put them in left handed the butterflies are upside-down.<br />While this isn’t some secret international distress signal, it is frustrating.  I can put them in my daughter’s hair left handed - but I haven’t been able to adapt to the backward and behind-my-own- head excersise.",Handmade,4.0,True,0,Handmade Products
"I adore this necklace. Before making a purchase I decided to contact the seller to see if I could make some adjustments to my necklace and they definitely worked with me. In no time at all my necklace arrived and I had it in my hands. There was a chain missing (the description says you get an extra chain when ordering 2 or more coins, which I did) which I quickly realized I would need when I noticed a small issue with mine. Luckily I contacted the seller and am now waiting for my back up chain. Will definitely be coming back as a customer.",Handmade,5.0,True,0,Handmade Products
"Got this for my Mom for her birthday and she loved it. Very nice high quality and unique. It's a great thoughtful gift for any music fan, and a definite conversation piece. Loved it. Arrived wrapped, very very happy with this purchase.",Handmade,5.0,True,1,Handmade Products
This set was perfect for grandkids playroom.  Was as pictured. Each tree and bear were a full piece with icy was a little challenging to put up with the transfer paper.  However it did not take much time to complete. Loved the finished look.,Handmade,5.0,True,0,Handmade Products
"Updated review - this is decent, after requesting return and getting a second, the decal looks a lot better. It's very dark however so I do believe I should have gone with lime green for it to stand out more. Live and learn scenario I guess!",Handmade,4.0,True,0,Handmade Products
"These truly are the best treats!  My dogs go crazy for these as they are human grade meat.  I  cook meat for my dogs straight from the grocery to add to the dry food so they do not like your typical “dog treat”.  The pork strips and beef bites are super.  My husband tried them, he likes them too. Lol.",Handmade,5.0,True,0,Handmade Products
"Beautiful gift for someone however I think the chain has high nickle content because my fiances neck brokout in a very light rash. Will have her wash it and wait to recover before attempting to wear it again (she may have a metal allergy which we were unaware of). Otherwise these people are communicative, the product is a beautifully handcrafted necklace and I'd definitely recommend getting this.",Handmade,5.0,False,0,Handmade Products
"Beautiful nose ring, so glad I bought it. Will definitely buy again if anything ever happens to my current one. So far its held up well through showers, swimming, sleeping etc. I've gotten compliment on it as well. It's not too big and not too small also very comfortable and I dont even feel it there.",Handmade,5.0,True,0,Handmade Products
"I am a sucker for evil eye jewelry, so this is right up my alley! The box it is packaged in is nice, and the necklaces themselves seem to be of good quality as well! you can wear alone or layered like in the photos, so there's some versatility. This would make for a great gift or a nice purchase for yourself.",Handmade,4.0,False,0,Handmade Products
Wonderful quality and a beautiful and unique piece of art that is functional! Will definitely buy these for all our hosts as we travel to visit family and friends. The artist called me quickly about a question I had and was so helpful and professional.  I purchased the weathered slate and it was artistic and elegant - a great combo. Will definitely purchase more states and my own of NC!,Handmade,5.0,True,0,Handmade Products
I looked at this wreath for a few weeks.  Didn't really want to spend that much on it but I could tell by the pictures it was nice.  I went ahead and purchased it and I couldn't be more happy!  It looks even better in person and I'm glad I spent the extra money and got what I wanted!!,Handmade,5.0,True,0,Handmade Products
"The Tea Tox night cream is amazing, it's one of my favorite products!  After a few days, you can see your skin tone even out and get brighter while keeping the hands of time at bay.  When you use this product or any of the others, you are definitely putting love on your skin!",Handmade,5.0,False,0,Handmade Products
